common_name,official,common,language_code
Jordan,المملكة الأردنية الهاشمية,الأردن,ara
Jordan,Rouantelezh hachemit Jordania,Jordania,bre
Jordan,Jordánské hášimovské království,Jordánsko,ces
Jordan,Hashemite Kingdom of Jordan,Jordan,cym
Jordan,Haschemitisches Königreich Jordanien,Jordanien,deu
Jordan,Jordaania Hašimiidi Kuningriik,Jordaania,est
Jordan,Jordanian hašemiittinen kunigaskunta,Jordania,fin
Jordan,Royaume hachémite de Jordanie,Jordanie,fra
Jordan,Hašemitske Kraljevine Jordan,Jordan,hrv
Jordan,Jordánia,Jordánia,hun
Jordan,Regno hascemita di Giordania,Giordania,ita
Jordan,ヨルダン·ハシミテ王国,ヨルダン,jpn
Jordan,요르단 하심 왕국,요르단,kor
Jordan,Hasjemitisch Koninkrijk Jordanië,Jordanië,nld
Jordan,پادشاهی اُردُن هاشمی,اردن,per
Jordan,Jordańskie Królestwo Haszymidzkie,Jordania,pol
Jordan,Reino Hachemita da Jordânia,Jordânia,por
Jordan,Иорданского Хашимитского Королевства,Иордания,rus
Jordan,Jordánske hášimovské kráľovstvo,Jordánsko,slk
Jordan,Reino Hachemita de Jordania,Jordania,spa
Jordan,Хашемитска Краљевина Јордан,Јордан,srp
Jordan,Hashimitiska kungadömet Jordanien,Jordanien,swe
Jordan,Ürdün Hâşimi Krallığı,Ürdün,tur
Jordan,ھاشمی مملکتِ اردن,اردن,urd
Jordan,约旦哈希姆王国,约旦,zho
Sweden,مملكة السويد,السويد,ara
Sweden,Rouantelezh Sveden,Sveden,bre
Sweden,Švédské království,Švédsko,ces
Sweden,Kingdom of Sweden,Sweden,cym
Sweden,Königreich Schweden,Schweden,deu
Sweden,Rootsi Kuningriik,Rootsi,est
Sweden,Ruotsin kuningaskunta,Ruotsi,fin
Sweden,Royaume de Suède,Suède,fra
Sweden,Kraljevina Švedska,Švedska,hrv
Sweden,Svéd Királyság,Svédország,hun
Sweden,Regno di Svezia,Svezia,ita
Sweden,スウェーデン王国,スウェーデン,jpn
Sweden,스웨덴 왕국,스웨덴,kor
Sweden,Koninkrijk Zweden,Zweden,nld
Sweden,پادشاهی سوئد,سوئد,per
Sweden,Królestwo Szwecji,Szwecja,pol
Sweden,Reino da Suécia,Suécia,por
Sweden,Королевство Швеция,Швеция,rus
Sweden,Švédske kráľovstvo,Švédsko,slk
Sweden,Reino de Suecia,Suecia,spa
Sweden,Краљевина Шведска,Шведска,srp
Sweden,Konungariket Sverige,Sverige,swe
Sweden,İsveç Krallığı,İsveç,tur
Sweden,مملکتِ سویڈن,سویڈن,urd
Sweden,瑞典王国,瑞典,zho
Vietnam,جمهورية فيتنام الاشتراكية,فيتنام,ara
Vietnam,Republik Sokialour Viêt Nam,Viêt Nam,bre
Vietnam,Vietnamská socialistická republika,Vietnam,ces
Vietnam,Socialist Republic of Vietnam,Vietnam,cym
Vietnam,Sozialistische Republik Vietnam,Vietnam,deu
Vietnam,Vietnami Sotsialistlik Vabariik,Vietnam,est
Vietnam,Vietnamin sosialistinen tasavalta,Vietnam,fin
Vietnam,République socialiste du Viêt Nam,Viêt Nam,fra
Vietnam,Socijalistička Republika Vijetnam,Vijetnam,hrv
Vietnam,Vietnámi Szocialista Köztársaság,Vietnám,hun
Vietnam,Repubblica socialista del Vietnam,Vietnam,ita
Vietnam,ベトナム社会主義共和国,ベトナム,jpn
Vietnam,베트남 사회주의 공화국,베트남,kor
Vietnam,Socialistische Republiek Vietnam,Vietnam,nld
Vietnam,جمهوری سوسیالیستی ویتنام,ویتنام,per
Vietnam,Socjalistyczna Republika Wietnamu,Wietnam,pol
Vietnam,República Socialista do Vietname,Vietname,por
Vietnam,Социалистическая Республика Вьетнам,Вьетнам,rus
Vietnam,Vietnamská socialistická republika,Vietnam,slk
Vietnam,República Socialista de Vietnam,Vietnam,spa
Vietnam,Социјалистичка Република Вијетнам,Вијетнам,srp
Vietnam,Socialistiska republiken Vietnam,Vietnam,swe
Vietnam,Vietnam Sosyalist Cumhuriyeti,Vietnam,tur
Vietnam,اشتراکی جمہوریہ ویتنام,ویتنام,urd
Vietnam,越南社会主义共和国,越南,zho
Qatar,دولة قطر,قطر,ara
Qatar,Stad Katar,Katar,bre
Qatar,Stát Katar,Katar,ces
Qatar,State of Qatar,Qatar,cym
Qatar,Staat Katar,Katar,deu
Qatar,Katari Riik,Katar,est
Qatar,Qatarin valtio,Qatar,fin
Qatar,État du Qatar,Qatar,fra
Qatar,Država Katar,Katar,hrv
Qatar,Katari Állam,Katar,hun
Qatar,Stato del Qatar,Qatar,ita
Qatar,カタール国,カタール,jpn
Qatar,카타르국,카타르,kor
Qatar,Staat Qatar,Qatar,nld
Qatar,دولت قطر,قطر,per
Qatar,Państwo Katar,Katar,pol
Qatar,Estado do Qatar,Catar,por
Qatar,Государство Катар,Катар,rus
Qatar,Katarský štát,Katar,slk
Qatar,Estado de Qatar,Catar,spa
Qatar,Држава Катар,Катар,srp
Qatar,Staten Qatar,Qatar,swe
Qatar,Katar Devleti,Katar,tur
Qatar,ریاستِ قطر,قطر,urd
Qatar,卡塔尔国,卡塔尔,zho
Brazil,جمهورية البرازيل الاتحادية,البرازيل,ara
Brazil,Republik Kevreel Brazil,Brazil,bre
Brazil,Brazilská federativní republika,Brazílie,ces
Brazil,Gweriniaeth Ffederal Brasil,Brasil,cym
Brazil,Föderative Republik Brasilien,Brasilien,deu
Brazil,Brasiilia Liitvabariik,Brasiilia,est
Brazil,Brasilian liittotasavalta,Brasilia,fin
Brazil,République fédérative du Brésil,Brésil,fra
Brazil,Savezne Republike Brazil,Brazil,hrv
Brazil,Brazil Szövetségi Köztársaság,Brazília,hun
Brazil,Repubblica federativa del Brasile,Brasile,ita
Brazil,ブラジル連邦共和国,ブラジル,jpn
Brazil,브라질 연방 공화국,브라질,kor
Brazil,Federale Republiek Brazilië,Brazilië,nld
Brazil,جمهوری فدراتیو برزیل,برزیل,per
Brazil,Federacyjna Republika Brazylii,Brazylia,pol
Brazil,República Federativa do Brasil,Brasil,por
Brazil,Федеративная Республика Бразилия,Бразилия,rus
Brazil,Brazílska federatívna republika,Brazília,slk
Brazil,República Federativa del Brasil,Brasil,spa
Brazil,Савезна Република Бразил,Бразил,srp
Brazil,Förbundsrepubliken Brasilien,Brasilien,swe
Brazil,Brezilya Federal Cumhuriyeti,Brezilya,tur
Brazil,وفاقی جمہوریہ برازیل,برازیل,urd
Brazil,巴西联邦共和国,巴西,zho
Finland,جمهورية فنلندا,فنلندا,ara
Finland,Republik Finland,Finland,bre
Finland,Finská republika,Finsko,ces
Finland,Republic of Finland,Finland,cym
Finland,Republik Finnland,Finnland,deu
Finland,Soome Vabariik,Soome,est
Finland,Suomen tasavalta,Suomi,fin
Finland,République de Finlande,Finlande,fra
Finland,Republika Finska,Finska,hrv
Finland,Finn Köztársaság,Finnország,hun
Finland,Repubblica di Finlandia,Finlandia,ita
Finland,フィンランド共和国,フィンランド,jpn
Finland,핀란드 공화국,핀란드,kor
Finland,Republiek Finland,Finland,nld
Finland,جمهوری فنلاند,فنلاند,per
Finland,Republika Finlandii,Finlandia,pol
Finland,República da Finlândia,Finlândia,por
Finland,Финляндская Республика,Финляндия,rus
Finland,Fínska republika,Fínsko,slk
Finland,República de Finlandia,Finlandia,spa
Finland,Република Финска,Финска,srp
Finland,Republiken Finland,Finland,swe
Finland,Finlandiya Cumhuriyeti,Finlandiya,tur
Finland,جمہوریہ فن لینڈ,فن لینڈ,urd
Finland,芬兰共和国,芬兰,zho
Georgia,جورجيا,جورجيا,ara
Georgia,Republik Jorjia,Jorjia,bre
Georgia,Gruzie,Gruzie,ces
Georgia,Georgia,Georgia,cym
Georgia,Georgien,Georgien,deu
Georgia,Gruusia,Gruusia,est
Georgia,Georgia,Georgia,fin
Georgia,République de Géorgie,Géorgie,fra
Georgia,Gruzija,Gruzija,hrv
Georgia,Grúzia,Grúzia,hun
Georgia,Georgia,Georgia,ita
Georgia,グルジア,グルジア,jpn
Georgia,조지아,조지아,kor
Georgia,Georgia,Georgië,nld
Georgia,گرجستان,گرجستان,per
Georgia,Gruzja,Gruzja,pol
Georgia,Georgia,Geórgia,por
Georgia,Грузия,Грузия,rus
Georgia,Gruzínsko,Gruzínsko,slk
Georgia,Georgia,Georgia,spa
Georgia,Грузија,Грузија,srp
Georgia,Georgien,Georgien,swe
Georgia,Gürcistan,Gürcistan,tur
Georgia,جارجیا,جارجیا,urd
Georgia,格鲁吉亚,格鲁吉亚,zho
Senegal,جمهورية السنغال,السنغال,ara
Senegal,Republik Senegal,Senegal,bre
Senegal,Senegalská republika,Senegal,ces
Senegal,Republic of Senegal,Senegal,cym
Senegal,Republik Senegal,Senegal,deu
Senegal,Senegali Vabariik,Senegal,est
Senegal,Senegalin tasavalta,Senegal,fin
Senegal,République du Sénégal,Sénégal,fra
Senegal,Republika Senegal,Senegal,hrv
Senegal,Szenegáli Köztársaság,Szenegál,hun
Senegal,Repubblica del Senegal,Senegal,ita
Senegal,セネガル共和国,セネガル,jpn
Senegal,세네갈 공화국,세네갈,kor
Senegal,Republiek Senegal,Senegal,nld
Senegal,جمهوری سنگال,سنگال,per
Senegal,Senegal,Senegal,pol
Senegal,República do Senegal,Senegal,por
Senegal,Республика Сенегал,Сенегал,rus
Senegal,Senegalská republika,Senegal,slk
Senegal,República de Senegal,Senegal,spa
Senegal,Република Сенегал,Сенегал,srp
Senegal,Republiken Senegal,Senegal,swe
Senegal,Senegal Cumhuriyeti,Senegal,tur
Senegal,جمہوریہ سینیگال,سینیگال,urd
Senegal,塞内加尔共和国,塞内加尔,zho
South Korea,جمهورية كوريا,كوريا الجنوبية,ara
South Korea,Republik Korea,Korea ar Su,bre
South Korea,Korejská republika,Jižní Korea,ces
South Korea,Republic of Korea,South Korea,cym
South Korea,Republik Korea,Südkorea,deu
South Korea,Korea Vabariik,Lõuna-Korea,est
South Korea,Korean tasavalta,Etelä-Korea,fin
South Korea,République de Corée,Corée du Sud,fra
South Korea,Republika Koreja,Južna Koreja,hrv
South Korea,Koreai Köztársaság,Dél-Korea,hun
South Korea,Repubblica di Corea,Corea del Sud,ita
South Korea,大韓民国,韓国,jpn
South Korea,대한민국,한국,kor
South Korea,Republiek Korea,Zuid-Korea,nld
South Korea,جمهوری کره,کرهٔ جنوبی,per
South Korea,Republika Korei,Korea Południowa,pol
South Korea,República da Coreia,Coreia do Sul,por
South Korea,Республика Корея,Южная Корея,rus
South Korea,Kórejská republika,Južná Kórea,slk
South Korea,República de Corea,Corea del Sur,spa
South Korea,Република Кореја,Јужна Кореја,srp
South Korea,Republiken Korea,Sydkorea,swe
South Korea,Kore Cumhuriyeti,Güney Kore,tur
South Korea,جمہوریہ کوریا ,جنوبی کوریا,urd
South Korea,大韩民国,韩国,zho
Anguilla,أنغويلا,أنغويلا,ara
Anguilla,Anguilla,Anguilla,bre
Anguilla,Anguilla,Anguilla,ces
Anguilla,Anguilla,Anguilla,cym
Anguilla,Anguilla,Anguilla,deu
Anguilla,Anguilla,Anguilla,est
Anguilla,Anguilla,Anguilla,fin
Anguilla,Anguilla,Anguilla,fra
Anguilla,Anguilla,Angvila,hrv
Anguilla,Anguilla,Anguilla,hun
Anguilla,Anguilla,Anguilla,ita
Anguilla,アングィラ,アンギラ,jpn
Anguilla,앵귈라,앵귈라,kor
Anguilla,Anguilla,Anguilla,nld
Anguilla,آنگویلا,آنگویلا,per
Anguilla,Anguilla,Anguilla,pol
Anguilla,Anguilla,Anguilla,por
Anguilla,Ангилья,Ангилья,rus
Anguilla,Anguilla,Anguilla,slk
Anguilla,Anguila,Anguilla,spa
Anguilla,Ангвила,Ангвила,srp
Anguilla,Anguilla,Anguilla,swe
Anguilla,Anguilla,Anguilla,tur
Anguilla,اینگویلا,اینگویلا,urd
Anguilla,安圭拉,安圭拉,zho
São Tomé and Príncipe,جمهورية ساو تومي وبرينسيب الديمقراطية,ساو تومي وبرينسيب,ara
São Tomé and Príncipe,Republik Demokratel São Tomé ha Príncipe,São Tomé ha Príncipe,bre
São Tomé and Príncipe,Demokratická republika Svatý Tomáš a Princův ostrov,Svatý Tomáš a Princův ostrov,ces
São Tomé and Príncipe,Democratic Republic of São Tomé and Príncipe,São Tomé and Príncipe,cym
São Tomé and Príncipe,Demokratische Republik São Tomé und Príncipe,São Tomé und Príncipe,deu
São Tomé and Príncipe,São Tomé ja Príncipe Demokraatlik Vabariik,São Tomé ja Príncipe,est
São Tomé and Príncipe,São Tomé ja Príncipen demokraattinen tasavalta,São Téme ja Príncipe,fin
São Tomé and Príncipe,République démocratique de São Tomé et Príncipe,São Tomé et Príncipe,fra
São Tomé and Príncipe,Demokratska Republika São Tome i Principe,Sveti Toma i Princip,hrv
São Tomé and Príncipe,São Tomé és Príncipe Demokratikus Köztársaság,São Tomé és Príncipe,hun
São Tomé and Príncipe,Repubblica democratica di São Tomé e Príncipe,São Tomé e Príncipe,ita
São Tomé and Príncipe,サントメ·プリンシペ民主共和国,サントメ・プリンシペ,jpn
São Tomé and Príncipe,상투메 프린시페 민주 공화국,상투메 프린시페,kor
São Tomé and Príncipe,Democratische Republiek Sao Tomé en Principe,Sao Tomé en Principe,nld
São Tomé and Príncipe,جمهوری دموکراتیک سائوتومه و پرنسیپ,سائوتومه و پرنسیپ,per
São Tomé and Príncipe,Demokratyczna Republika Wysp Świętego Tomasza i Książęcej,Wyspy Świętego Tomasza i Książęca,pol
São Tomé and Príncipe,República Democrática de São Tomé e Príncipe,São Tomé e Príncipe,por
São Tomé and Príncipe,Демократическая Республика Сан-Томе и Принсипи,Сан-Томе и Принсипи,rus
São Tomé and Príncipe,Demokratická republika Svätého Tomáša A princovho ostrova,Svätý Tomáš a Princov ostrov,slk
São Tomé and Príncipe,República Democrática de Santo Tomé y Príncipe,Santo Tomé y Príncipe,spa
São Tomé and Príncipe,Демократска Република Сао Томе и Принсипе,Сао Томе и Принсипе,srp
São Tomé and Príncipe,Demokratiska republiken São Tomé och Príncipe,São Tomé och Príncipe,swe
São Tomé and Príncipe,São Tomé ve Príncipe Demokratik Cumhuriyeti,São Tomé ve Príncipe,tur
São Tomé and Príncipe,جمہوریہ ساؤ ٹومے و پرنسپے,ساؤ ٹومے و پرنسپے,urd
São Tomé and Príncipe,圣多美和普林西比民主共和国,圣多美和普林西比,zho
Antarctica,أنتارتيكا,أنتارتيكا,ara
Antarctica,Antarktika,Antarktika,bre
Antarctica,Antarktida,Antarktida,ces
Antarctica,Yr Antarctig,Yr Antarctig,cym
Antarctica,Antarktika,Antarktis,deu
Antarctica,Antarktika,Antarktika,est
Antarctica,Etelämanner,Etelämanner,fin
Antarctica,Antarctique,Antarctique,fra
Antarctica,Antarktika,Antarktika,hrv
Antarctica,Antarktisz,Antarktisz,hun
Antarctica,Antartide,Antartide,ita
Antarctica,南極大陸,南極,jpn
Antarctica,남극,남극,kor
Antarctica,Antarctica,Antarctica,nld
Antarctica,جنوبگان,جنوبگان,per
Antarctica,Antarktyka,Antarktyka,pol
Antarctica,Antártica,Antártida,por
Antarctica,Антарктида,Антарктида,rus
Antarctica,Antarktída,Antarktída,slk
Antarctica,Antártida,Antártida,spa
Antarctica,Антарктик,Антарктик,srp
Antarctica,Antarktis,Antarktis,swe
Antarctica,Antarktika,Antarktika,tur
Antarctica,انٹارکٹکا,انٹارکٹکا,urd
Antarctica,南极洲,南极洲,zho
Guyana,جمهورية غيانا التعاونية,غيانا,ara
Guyana,Republik Kevelourel Gwiana,Guyana,bre
Guyana,Kooperativní republika Guyana,Guyana,ces
Guyana,Co-operative Republic of Guyana,Guyana,cym
Guyana,Kooperative Republik Guyana,Guyana,deu
Guyana,Guyana Vabariik,Guyana,est
Guyana,Guayanan osuustoiminnallinen tasavalta,Guayana,fin
Guyana,République coopérative de Guyana,Guyana,fra
Guyana,Zadruga Republika Gvajana,Gvajana,hrv
Guyana,Guyanai Szövetkezeti Köztársaság,Guyana,hun
Guyana,Co -operative Republic of Guyana,Guyana,ita
Guyana,ガイアナの協同共和国,ガイアナ,jpn
Guyana,가이아나 협동 공화국,가이아나,kor
Guyana,Coöperatieve Republiek Guyana,Guyana,nld
Guyana,جمهوری تعاونی گویان,گویان,per
Guyana,Kooperacyjna Republika Gujany,Gujana,pol
Guyana,Co -operative República da Guiana,Guiana,por
Guyana,Кооперативная Республика Гайана,Гайана,rus
Guyana,Guyanská kooperatívna republika,Guyana,slk
Guyana,República Cooperativa de Guyana,Guyana,spa
Guyana,Кооперативна Република Гвајана,Гвајана,srp
Guyana,Kooperativa republiken Guyana,Guyana,swe
Guyana,Guyana Kooperatif Cumhuriyeti,Guyana,tur
Guyana,تعاونی جمہوریہ گیانا,گیانا,urd
Guyana,圭亚那共和国,圭亚那,zho
Nauru,جمهورية ناورو,ناورو,ara
Nauru,Republik Nauru,Nauru,bre
Nauru,Republika Nauru,Nauru,ces
Nauru,Republic of Nauru,Nauru,cym
Nauru,Republik Nauru,Nauru,deu
Nauru,Nauru Vabariik,Nauru,est
Nauru,Naurun tasavalta,Nauru,fin
Nauru,République de Nauru,Nauru,fra
Nauru,Republika Nauru,Nauru,hrv
Nauru,Naurui Köztársaság,Nauru,hun
Nauru,Repubblica di Nauru,Nauru,ita
Nauru,ナウル共和国,ナウル,jpn
Nauru,나우루 공화국,나우루,kor
Nauru,Republiek Nauru,Nauru,nld
Nauru,جمهوری نائورو,نائورو,per
Nauru,Republika Nauru,Nauru,pol
Nauru,República de Nauru,Nauru,por
Nauru,Республика Науру,Науру,rus
Nauru,Naurská republika,Nauru,slk
Nauru,República de Nauru,Nauru,spa
Nauru,Република Науру,Науру,srp
Nauru,Republiken Nauru,Nauru,swe
Nauru,Nauru Cumhuriyeti,Nauru,tur
Nauru,جمہوریہ ناورو,ناورو,urd
Nauru,瑙鲁共和国,瑙鲁,zho
Suriname,جمهورية سورينام,سورينام,ara
Suriname,Republik Surinam,Surinam,bre
Suriname,Republika Surinam,Surinam,ces
Suriname,Republic of Suriname,Suriname,cym
Suriname,Republik Suriname,Suriname,deu
Suriname,Suriname Vabariik,Suriname,est
Suriname,Surinamen tasavalta,Suriname,fin
Suriname,République du Suriname,Surinam,fra
Suriname,Republika Surinam,Surinam,hrv
Suriname,Suriname Köztársaság,Suriname,hun
Suriname,Repubblica del Suriname,Suriname,ita
Suriname,スリナム共和国,スリナム,jpn
Suriname,수리남 공화국,수리남,kor
Suriname,Republiek Suriname,Suriname,nld
Suriname,جمهوری سورینام,سورینام,per
Suriname,Republika Surinamu,Surinam,pol
Suriname,República do Suriname,Suriname,por
Suriname,Республика Суринам,Суринам,rus
Suriname,Surinamská republika,Surinam,slk
Suriname,República de Suriname,Surinam,spa
Suriname,Република Суринам,Суринам,srp
Suriname,Republiken Surinam,Surinam,swe
Suriname,Surinam Cumhuriyeti,Surinam,tur
Suriname,جمہوریہ سرینام,سرینام,urd
Suriname,苏里南共和国,苏里南,zho
Cambodia,مملكة كمبوديا,كمبوديا,ara
Cambodia,Rouantelezh Kambodja,Kambodja,bre
Cambodia,Kambodžské království,Kambodža,ces
Cambodia,Teyrnas Cambodia,Cambodia,cym
Cambodia,Königreich Kambodscha,Kambodscha,deu
Cambodia,Kambodža Kuningriik,Kambodža,est
Cambodia,Kambodžan kuningaskunta,Kambodža,fin
Cambodia,Royaume du Cambodge,Cambodge,fra
Cambodia,Kraljevina Kambodža,Kambodža,hrv
Cambodia,Kambodzsai Királyság,Kambodzsa,hun
Cambodia,Regno di Cambogia,Cambogia,ita
Cambodia,カンボジア王国,カンボジア,jpn
Cambodia,캄보디아 왕국,캄보디아,kor
Cambodia,Koninkrijk Cambodja,Cambodja,nld
Cambodia,پادشاهی کامبوج,کامبوج,per
Cambodia,Królestwo Kambodży,Kambodża,pol
Cambodia,Reino do Camboja,Camboja,por
Cambodia,Королевство Камбоджа,Камбоджа,rus
Cambodia,Kamboǆské kráľovstvo,Kamboǆa,slk
